-376 | -897.0611171026253
472 | -37.93809932767704
-938 | -997.1739089377385
731 | 439.9604048209296
486 | -803.8926760240322
-351 | 322.79130251610286
827 | 533.0641090827696
306 | 116.01487289142574
-187 | 859.3679574154644
927 | -395.46265660128824
-375 | -631.9978021188897
-896 | -651.9510337568938
-156 | 264.0102336152288
527 | -150.41720997764105
764 | -984.4461305917198
-767 | -752.9364464232222
-631 | 921.8429824325417
-875 | 289.0499004937526
829 | 867.6195505353921
-791 | 204.86381408702232
205 | 223.65079331395395
930 | -974.1009902693349
541 | -221.6505412676537
-906 | 661.9567968386343
752 | -984.4410523644717
